protein_id,locus_tag
ARI83951.1,BH695_4672
ARI83952.1,BH695_4673
ARI83953.1,BH695_4674
ARI83954.1,BH695_4675
ARI83955.1,BH695_4676
ARI83956.1,BH695_4677
ARI83957.1,BH695_4678
ARI83958.1,BH695_4679
ARI83959.1,BH695_4680
ARI83960.1,BH695_4681
ARI83961.1,BH695_4682
ARI83962.1,BH695_4683
ARI83963.1,BH695_4684
ARI83964.1,BH695_4685
ARI83965.1,BH695_4686
ARI83966.1,BH695_4687
ARI83967.1,BH695_4688
ARI83968.1,BH695_4689
ARI83969.1,BH695_4690
ARI83970.1,BH695_4691
ARI83971.1,BH695_4692
ARI83972.1,BH695_4693
ARI83973.1,BH695_4694
ARI83974.1,BH695_4695
ARI83975.1,BH695_4696
ARI83976.1,BH695_4697
ARI83977.1,BH695_4698
ARI83978.1,BH695_4699
ARI83979.1,BH695_4700
ARI83980.1,BH695_4701
ARI83981.1,BH695_4702
ARI83982.1,BH695_4703
ARI83983.1,BH695_4704
ARI83984.1,BH695_4705
ARI83985.1,BH695_4706
ARI83986.1,BH695_4707
ARI83987.1,BH695_4708
ARI83988.1,BH695_4709
ARI83989.1,BH695_4710
ARI83990.1,BH695_4711
ARI83991.1,BH695_4712
ARI83992.1,BH695_4713
ARI83993.1,BH695_4714
ARI83994.1,BH695_4715
ARI83995.1,BH695_4716
ARI83996.1,BH695_4717
ARI83997.1,BH695_4718
ARI83998.1,BH695_4719
ARI83999.1,BH695_4720
ARI84000.1,BH695_4721
ARI84001.1,BH695_4722
ARI84002.1,BH695_4723
ARI84003.1,BH695_4724
ARI84004.1,BH695_4725
ARI84005.1,BH695_4726
ARI84006.1,BH695_4727
ARI84007.1,BH695_4728
ARI84008.1,BH695_4729
ARI84009.1,BH695_4730
ARI84010.1,BH695_4731
ARI84011.1,BH695_4732
ARI84012.1,BH695_4733
ARI84013.1,BH695_4734
ARI84014.1,BH695_4735
ARI84015.1,BH695_4736
ARI84016.1,BH695_4737
ARI84017.1,BH695_4738
ARI84018.1,BH695_4739
ARI84019.1,BH695_4740
ARI84020.1,BH695_4741
ARI84021.1,BH695_4742
ARI84022.1,BH695_4743
ARI84023.1,BH695_4744
ARI84024.1,BH695_4745
ARI84025.1,BH695_4746
ARI84026.1,BH695_4747
ARI84027.1,BH695_4748
ARI84028.1,BH695_4749
ARI84029.1,BH695_4750
ARI84030.1,BH695_4751
ARI84031.1,BH695_4752
ARI84032.1,BH695_4753
ARI84033.1,BH695_4754
ARI84034.1,BH695_4755
ARI84035.1,BH695_4756
ARI84036.1,BH695_4757
ARI84037.1,BH695_4758
ARI84038.1,BH695_4759
ARI84039.1,BH695_4760
ARI84040.1,BH695_4761
ARI84041.1,BH695_4762
ARI84042.1,BH695_4763
ARI84043.1,BH695_4764
ARI84044.1,BH695_4765
ARI84045.1,BH695_4766
ARI84046.1,BH695_4767
ARI84047.1,BH695_4768
ARI84048.1,BH695_4769
ARI84049.1,BH695_4770
ARI84050.1,BH695_4771
ARI84051.1,BH695_4772
ARI84052.1,BH695_4773
ARI84053.1,BH695_4774
ARI84054.1,BH695_4775
ARI84055.1,BH695_4776
ARI84056.1,BH695_4777
ARI84057.1,BH695_4778
ARI84058.1,BH695_4779
ARI84059.1,BH695_4780
ARI84060.1,BH695_4781
ARI84061.1,BH695_4782
ARI84062.1,BH695_4783
ARI84063.1,BH695_4784
ARI84064.1,BH695_4785
ARI84065.1,BH695_4786
ARI84066.1,BH695_4787
ARI84067.1,BH695_4788
ARI84068.1,BH695_4789
ARI84069.1,BH695_4790
ARI84070.1,BH695_4791
ARI84071.1,BH695_4792
ARI84072.1,BH695_4793
ARI84073.1,BH695_4794
ARI84074.1,BH695_4795
ARI84075.1,BH695_4796
ARI84076.1,BH695_4797
ARI84077.1,BH695_4798
ARI84078.1,BH695_4799
ARI84079.1,BH695_4800
ARI84080.1,BH695_4801
ARI84081.1,BH695_4802
ARI84082.1,BH695_4803
ARI84083.1,BH695_4804
ARI84084.1,BH695_4805
ARI84085.1,BH695_4806
ARI84086.1,BH695_4807
ARI84087.1,BH695_4808
ARI84088.1,BH695_4809
ARI84089.1,BH695_4810
ARI84090.1,BH695_4811
ARI84091.1,BH695_4812
ARI84092.1,BH695_4813
ARI84093.1,BH695_4814
ARI84094.1,BH695_4815
ARI84095.1,BH695_4816
ARI84096.1,BH695_4817
ARI84097.1,BH695_4818
ARI84098.1,BH695_4819
ARI84099.1,BH695_4820
ARI84100.1,BH695_4821
ARI84101.1,BH695_4822
ARI84102.1,BH695_4823
ARI84103.1,BH695_4824
ARI84104.1,BH695_4825
ARI84105.1,BH695_4826
ARI84106.1,BH695_4827
ARI84107.1,BH695_4828
ARI84108.1,BH695_4829
ARI84109.1,BH695_4830
ARI84110.1,BH695_4831
ARI84111.1,BH695_4832
ARI84112.1,BH695_4833
ARI84113.1,BH695_4834
ARI84114.1,BH695_4835
ARI84115.1,BH695_4836
ARI84116.1,BH695_4837
ARI84117.1,BH695_4838
ARI84118.1,BH695_4839
ARI84119.1,BH695_4840
ARI84120.1,BH695_4841
ARI84121.1,BH695_4842
ARI84122.1,BH695_4843
ARI84123.1,BH695_4844
ARI84124.1,BH695_4845
ARI84125.1,BH695_4846
ARI84126.1,BH695_4847
ARI84127.1,BH695_4848
ARI84128.1,BH695_4849
ARI84129.1,BH695_4850
ARI84130.1,BH695_4851
ARI84131.1,BH695_4852
ARI84132.1,BH695_4853
ARI84133.1,BH695_4854
ARI84134.1,BH695_4855
ARI84135.1,BH695_4856
ARI84136.1,BH695_4857
ARI84137.1,BH695_4858
ARI84138.1,BH695_4859
ARI84139.1,BH695_4860
ARI84140.1,BH695_4861
ARI84141.1,BH695_4862
ARI84142.1,BH695_4863
ARI84143.1,BH695_4864
ARI84144.1,BH695_4865
ARI84145.1,BH695_4866
ARI84146.1,BH695_4867
ARI84147.1,BH695_4868
ARI84148.1,BH695_4869
ARI84149.1,BH695_4870
ARI84150.1,BH695_4871
ARI84151.1,BH695_4872
ARI84152.1,BH695_4873
ARI84153.1,BH695_4874
ARI84154.1,BH695_4875
ARI84155.1,BH695_4876
ARI84156.1,BH695_4877
ARI84157.1,BH695_4878
ARI84158.1,BH695_4879
ARI84159.1,BH695_4880
ARI84160.1,BH695_4881
ARI84161.1,BH695_4882
ARI84162.1,BH695_4883
ARI84163.1,BH695_4884
ARI84164.1,BH695_4885
ARI84165.1,BH695_4886
ARI84166.1,BH695_4887
ARI84167.1,BH695_4888
ARI84168.1,BH695_4889
ARI84169.1,BH695_4890
ARI84170.1,BH695_4891
ARI84171.1,BH695_4892
ARI84172.1,BH695_4893
ARI84173.1,BH695_4894
ARI84174.1,BH695_4895
ARI84175.1,BH695_4896
ARI84176.1,BH695_4897
ARI84177.1,BH695_4898
ARI84178.1,BH695_4899
ARI84179.1,BH695_4900
ARI84180.1,BH695_4901
ARI84181.1,BH695_4902
ARI84182.1,BH695_4903
ARI84183.1,BH695_4904
ARI84184.1,BH695_4905
ARI84185.1,BH695_4906
ARI84186.1,BH695_4907
ARI84187.1,BH695_4908
ARI84188.1,BH695_4909
ARI84189.1,BH695_4910
ARI84190.1,BH695_4911
ARI84191.1,BH695_4912
ARI84192.1,BH695_4913
ARI84193.1,BH695_4914
ARI84194.1,BH695_4915
ARI84195.1,BH695_4916
ARI84196.1,BH695_4917
ARI84197.1,BH695_4918
ARI84198.1,BH695_4919
ARI84199.1,BH695_4920
ARI84200.1,BH695_4921
ARI84201.1,BH695_4922
ARI84202.1,BH695_4923
ARI84203.1,BH695_4924
ARI84204.1,BH695_4925
ARI84205.1,BH695_4926
ARI84206.1,BH695_4927
ARI84207.1,BH695_4928
ARI84208.1,BH695_4929
ARI84209.1,BH695_4930
ARI84210.1,BH695_4931
ARI84211.1,BH695_4932
ARI84212.1,BH695_4933
ARI84213.1,BH695_4934
ARI84214.1,BH695_4935
ARI84215.1,BH695_4936
ARI84216.1,BH695_4937
ARI84217.1,BH695_4938
ARI84218.1,BH695_4939
ARI84219.1,BH695_4940
ARI84220.1,BH695_4941
ARI84221.1,BH695_4942
ARI84222.1,BH695_4943
ARI84223.1,BH695_4944
ARI84224.1,BH695_4945
ARI84225.1,BH695_4946
ARI84226.1,BH695_4947
ARI84227.1,BH695_4948
ARI84228.1,BH695_4949
ARI84229.1,BH695_4950
ARI84230.1,BH695_4951
ARI84231.1,BH695_4952
ARI84232.1,BH695_4953
ARI84233.1,BH695_4954
ARI84234.1,BH695_4955
ARI84235.1,BH695_4956
ARI84236.1,BH695_4957
ARI84237.1,BH695_4958
ARI84238.1,BH695_4959
ARI84239.1,BH695_4960
ARI84240.1,BH695_4961
ARI84241.1,BH695_4962
ARI84242.1,BH695_4963
ARI84243.1,BH695_4964
ARI84244.1,BH695_4965
ARI84245.1,BH695_4966
ARI84246.1,BH695_4967
ARI84247.1,BH695_4968
ARI84248.1,BH695_4969
ARI84249.1,BH695_4970
ARI84250.1,BH695_4971
ARI84251.1,BH695_4972
ARI84252.1,BH695_4973
ARI84253.1,BH695_4974
ARI84254.1,BH695_4975
ARI84255.1,BH695_4976
ARI84256.1,BH695_4977
ARI84257.1,BH695_4978
ARI84258.1,BH695_4979
ARI84259.1,BH695_4980
ARI84260.1,BH695_4981
ARI84261.1,BH695_4982
ARI84262.1,BH695_4983
ARI84263.1,BH695_4984
ARI84264.1,BH695_4985
ARI84265.1,BH695_4986
ARI84266.1,BH695_4987
ARI84267.1,BH695_4988
ARI84268.1,BH695_4989
ARI84269.1,BH695_4990
ARI84270.1,BH695_4991
ARI84271.1,BH695_4992
ARI84272.1,BH695_4993
ARI84273.1,BH695_4994
ARI84274.1,BH695_4995
ARI84275.1,BH695_4996
ARI84276.1,BH695_4997
ARI84277.1,BH695_4998
ARI84278.1,BH695_4999
ARI84279.1,BH695_5000
ARI84280.1,BH695_5001
ARI84281.1,BH695_5002
ARI84282.1,BH695_5003
ARI84283.1,BH695_5004
ARI84284.1,BH695_5005
ARI84285.1,BH695_5006
ARI84286.1,BH695_5007
ARI84287.1,BH695_5008
ARI84288.1,BH695_5009
ARI84290.1,BH695_5011
ARI84289.1,BH695_5010
ARI84291.1,BH695_5012
ARI84292.1,BH695_5013
ARI84293.1,BH695_5014
ARI84294.1,BH695_5015
ARI84295.1,BH695_5016
ARI84296.1,BH695_5017
ARI84297.1,BH695_5018
ARI84298.1,BH695_5019
ARI84299.1,BH695_5020
ARI84300.1,BH695_5021
ARI84301.1,BH695_5022
ARI84302.1,BH695_5023
ARI84303.1,BH695_5024
ARI84304.1,BH695_5025
ARI84305.1,BH695_5026
ARI84306.1,BH695_5027
ARI84307.1,BH695_5028
ARI84308.1,BH695_5029
ARI84309.1,BH695_5030
ARI84310.1,BH695_5031
ARI84311.1,BH695_5032
ARI84312.1,BH695_5033
ARI84313.1,BH695_5034
ARI84314.1,BH695_5035
ARI84315.1,BH695_5036
ARI84316.1,BH695_5037
ARI84317.1,BH695_5038
ARI84318.1,BH695_5039
ARI84319.1,BH695_5040
ARI84320.1,BH695_5041
ARI84321.1,BH695_5042
ARI84322.1,BH695_5043
ARI84323.1,BH695_5044
ARI84324.1,BH695_5045
ARI84325.1,BH695_5046
ARI84326.1,BH695_5047
ARI84327.1,BH695_5048
ARI84328.1,BH695_5049
ARI84329.1,BH695_5050
ARI84330.1,BH695_5051
ARI84331.1,BH695_5052
ARI84332.1,BH695_5053
ARI84333.1,BH695_5054
ARI84334.1,BH695_5055
ARI84335.1,BH695_5056
ARI84336.1,BH695_5057
ARI84337.1,BH695_5058
ARI84338.1,BH695_5059
ARI84339.1,BH695_5060
ARI84340.1,BH695_5061
ARI84341.1,BH695_5062
ARI84342.1,BH695_5063
ARI84343.1,BH695_5064
ARI84344.1,BH695_5065
ARI84345.1,BH695_5066
ARI84346.1,BH695_5067
ARI84347.1,BH695_5068
ARI84348.1,BH695_5069
ARI84349.1,BH695_5070
ARI84350.1,BH695_5071
ARI84351.1,BH695_5072
ARI84352.1,BH695_5073
ARI84353.1,BH695_5074
ARI84354.1,BH695_5075
ARI84355.1,BH695_5076
ARI84356.1,BH695_5077
ARI84357.1,BH695_5078
ARI84358.1,BH695_5079
ARI84359.1,BH695_5080
ARI84360.1,BH695_5081
ARI84361.1,BH695_5082
ARI84362.1,BH695_5083
ARI84363.1,BH695_5084
ARI84364.1,BH695_5085
ARI84365.1,BH695_5086
ARI84366.1,BH695_5087
ARI84367.1,BH695_5088
ARI84368.1,BH695_5089
ARI84369.1,BH695_5090
ARI84370.1,BH695_5091
ARI84371.1,BH695_5092
ARI84372.1,BH695_5093
ARI84373.1,BH695_5094
ARI84374.1,BH695_5095
ARI84375.1,BH695_5096
ARI84376.1,BH695_5097
ARI84377.1,BH695_5098
ARI84378.1,BH695_5099
ARI84379.1,BH695_5100
ARI84380.1,BH695_5101
ARI84381.1,BH695_5102
ARI84382.1,BH695_5103
ARI84383.1,BH695_5104
ARI84384.1,BH695_5105
ARI84385.1,BH695_5106
ARI84386.1,BH695_5107
ARI84387.1,BH695_5108
ARI84388.1,BH695_5109
ARI84389.1,BH695_5110
ARI84390.1,BH695_5111
ARI84391.1,BH695_5112
ARI84392.1,BH695_5113
ARI84393.1,BH695_5114
ARI84394.1,BH695_5115
ARI84395.1,BH695_5116
ARI84396.1,BH695_5117
ARI84397.1,BH695_5118
ARI84398.1,BH695_5119
ARI84399.1,BH695_5120
ARI84400.1,BH695_5121
ARI84401.1,BH695_5122
ARI84402.1,BH695_5123
ARI84403.1,BH695_5124
ARI84404.1,BH695_5125
ARI84405.1,BH695_5126
ARI84406.1,BH695_5127
ARI84407.1,BH695_5128
ARI84408.1,BH695_5129
ARI84409.1,BH695_5130
ARI84410.1,BH695_5131
ARI84411.1,BH695_5132
ARI84412.1,BH695_5133
ARI84413.1,BH695_5134
ARI84414.1,BH695_5135
ARI84415.1,BH695_5136
ARI84416.1,BH695_5137
ARI84417.1,BH695_5138
ARI84418.1,BH695_5139
ARI84419.1,BH695_5140
ARI84420.1,BH695_5141
ARI84421.1,BH695_5142
ARI84422.1,BH695_5143
ARI84423.1,BH695_5144
ARI84424.1,BH695_5145
ARI84425.1,BH695_5146
ARI84426.1,BH695_5147
ARI84427.1,BH695_5148
ARI84428.1,BH695_5149
ARI84429.1,BH695_5150
ARI84430.1,BH695_5151
ARI84431.1,BH695_5152
ARI84432.1,BH695_5153
ARI84433.1,BH695_5154
ARI84434.1,BH695_5155
ARI84435.1,BH695_5156
ARI84436.1,BH695_5157
ARI84437.1,BH695_5158
ARI84438.1,BH695_5159
ARI84439.1,BH695_5160
ARI84440.1,BH695_5161
ARI84441.1,BH695_5162
ARI84442.1,BH695_5163
ARI84443.1,BH695_5164
ARI84444.1,BH695_5165
ARI84445.1,BH695_5166
ARI84446.1,BH695_5167
ARI84447.1,BH695_5168
ARI84448.1,BH695_5169
ARI84449.1,BH695_5170
ARI84450.1,BH695_5171
ARI84451.1,BH695_5172
ARI84452.1,BH695_5173
ARI84453.1,BH695_5174
ARI84454.1,BH695_5175
ARI84455.1,BH695_5176
ARI84456.1,BH695_5177
ARI84457.1,BH695_5178
ARI84458.1,BH695_5179
ARI84459.1,BH695_5180
ARI84460.1,BH695_5181
ARI84461.1,BH695_5182
ARI84462.1,BH695_5183
ARI84463.1,BH695_5184
ARI84464.1,BH695_5185
ARI84465.1,BH695_5186
ARI84466.1,BH695_5187
ARI84467.1,BH695_5188
ARI84468.1,BH695_5189
ARI84469.1,BH695_5190
ARI84470.1,BH695_5191
ARI84471.1,BH695_5192
ARI84472.1,BH695_5193
ARI84473.1,BH695_5194
ARI84474.1,BH695_5195
ARI84475.1,BH695_5196
ARI84476.1,BH695_5197
ARI84477.1,BH695_5198
ARI84478.1,BH695_5199
ARI84479.1,BH695_5200
ARI84480.1,BH695_5201
ARI84481.1,BH695_5202
ARI84482.1,BH695_5203
ARI84483.1,BH695_5204
ARI84484.1,BH695_5205
ARI84485.1,BH695_5206
ARI84486.1,BH695_5207
ARI84487.1,BH695_5208
ARI84488.1,BH695_5209
ARI84489.1,BH695_5210
ARI84490.1,BH695_5211
ARI84491.1,BH695_5212
ARI84492.1,BH695_5213
ARI84493.1,BH695_5214
ARI84494.1,BH695_5215
ARI84495.1,BH695_5216
ARI84496.1,BH695_5217
ARI84497.1,BH695_5218
ARI84498.1,BH695_5219
ARI84499.1,BH695_5220
ARI84500.1,BH695_5221
ARI84501.1,BH695_5222
ARI84502.1,BH695_5223
ARI84503.1,BH695_5224
ARI84504.1,BH695_5225
ARI84505.1,BH695_5226
ARI84506.1,BH695_5227
ARI84507.1,BH695_5228
ARI84508.1,BH695_5229
ARI84509.1,BH695_5230
ARI84510.1,BH695_5231
ARI84511.1,BH695_5232
ARI84512.1,BH695_5233
ARI84513.1,BH695_5234
ARI84514.1,BH695_5235
ARI84515.1,BH695_5236
ARI84516.1,BH695_5237
ARI84517.1,BH695_5238
ARI84518.1,BH695_5239
ARI84519.1,BH695_5240
ARI84520.1,BH695_5241
ARI84521.1,BH695_5242
ARI84522.1,BH695_5243
ARI84523.1,BH695_5244
ARI84524.1,BH695_5245
ARI84525.1,BH695_5246
ARI84526.1,BH695_5247
ARI84527.1,BH695_5248
ARI84528.1,BH695_5249
ARI84529.1,BH695_5250
ARI84530.1,BH695_5251
ARI84531.1,BH695_5252
ARI84532.1,BH695_5253
ARI84533.1,BH695_5254
ARI84534.1,BH695_5255
ARI84535.1,BH695_5256
ARI84536.1,BH695_5257
ARI84537.1,BH695_5258
ARI84538.1,BH695_5259
ARI84539.1,BH695_5260
ARI84540.1,BH695_5261
ARI84541.1,BH695_5262
ARI84542.1,BH695_5263
ARI84543.1,BH695_5264
ARI84544.1,BH695_5265
ARI84545.1,BH695_5266
ARI84546.1,BH695_5267
ARI84547.1,BH695_5268
ARI84548.1,BH695_5269
ARI84549.1,BH695_5270
ARI84550.1,BH695_5271
ARI84551.1,BH695_5272
ARI84552.1,BH695_5273
ARI84553.1,BH695_5274
ARI84554.1,BH695_5275
ARI84555.1,BH695_5276
ARI84556.1,BH695_5277
ARI84557.1,BH695_5278
ARI84558.1,BH695_5279
ARI84559.1,BH695_5280
ARI84560.1,BH695_5281
ARI84561.1,BH695_5282
ARI84562.1,BH695_5283
ARI84563.1,BH695_5284
ARI84564.1,BH695_5285
ARI84565.1,BH695_5286
ARI84566.1,BH695_5287
ARI84567.1,BH695_5288
ARI84568.1,BH695_5289
ARI84569.1,BH695_5290
ARI84570.1,BH695_5291
ARI84571.1,BH695_5292
ARI84572.1,BH695_5293
ARI84573.1,BH695_5294
ARI84574.1,BH695_5295
ARI84575.1,BH695_5296
ARI84576.1,BH695_5297
ARI84577.1,BH695_5298
ARI84578.1,BH695_5299
ARI84579.1,BH695_5300
ARI84580.1,BH695_5301
ARI84581.1,BH695_5302
ARI84582.1,BH695_5303
ARI84583.1,BH695_5304
ARI84584.1,BH695_5305
ARI84585.1,BH695_5306
ARI84586.1,BH695_5307
ARI84587.1,BH695_5308
ARI84588.1,BH695_5309
ARI84589.1,BH695_5310
ARI84590.1,BH695_5311
ARI84591.1,BH695_5312
ARI84592.1,BH695_5313
ARI84593.1,BH695_5314
ARI84594.1,BH695_5315
ARI84595.1,BH695_5316
ARI84596.1,BH695_5317
ARI84597.1,BH695_5318
ARI84598.1,BH695_5319
ARI84599.1,BH695_5320
ARI84600.1,BH695_5321
ARI84601.1,BH695_5322
ARI84602.1,BH695_5323
ARI84603.1,BH695_5324
ARI84604.1,BH695_5325
ARI84605.1,BH695_5326
ARI84606.1,BH695_5327
ARI84607.1,BH695_5328
ARI84608.1,BH695_5329
ARI84609.1,BH695_5330
ARI84610.1,BH695_5331
ARI84611.1,BH695_5332
ARI84612.1,BH695_5333
ARI84613.1,BH695_5334
ARI84614.1,BH695_5335
ARI84615.1,BH695_5336
ARI84616.1,BH695_5337
ARI84617.1,BH695_5338
ARI84618.1,BH695_5339
ARI84619.1,BH695_5340
ARI84620.1,BH695_5341
ARI84621.1,BH695_5342
ARI84622.1,BH695_5343
ARI84623.1,BH695_5344
ARI84624.1,BH695_5345
ARI84625.1,BH695_5346
ARI84626.1,BH695_5347
ARI84627.1,BH695_5348
ARI84628.1,BH695_5349
ARI84629.1,BH695_5350
ARI84630.1,BH695_5351
ARI84631.1,BH695_5352
ARI84632.1,BH695_5353
ARI84633.1,BH695_5354
ARI84634.1,BH695_5355
ARI84635.1,BH695_5356
ARI84636.1,BH695_5357
ARI84637.1,BH695_5358
ARI84638.1,BH695_5359
ARI84639.1,BH695_5360
ARI84640.1,BH695_5361
ARI84641.1,BH695_5362
ARI84642.1,BH695_5363
ARI84643.1,BH695_5364
ARI84644.1,BH695_5365
ARI84645.1,BH695_5366
ARI84646.1,BH695_5367
ARI84647.1,BH695_5368
ARI84648.1,BH695_5369
ARI84649.1,BH695_5373
ARI84650.1,BH695_5376
ARI84651.1,BH695_5377
ARI84652.1,BH695_5381
ARI84653.1,BH695_5382
ARI84654.1,BH695_5383
ARI84655.1,BH695_5384
